BANYUASIN I,19173
BANYUASIN II,19202
BANYUASIN III,19224
PULAU RIMAU,19263
BETUNG,19293
RAMBUTAN,19315
MUARA PADANG,19336
MUARA TELANG,19352
SEULIMEUM,1936
MAKARTI JAYA,19375
TALANG KELAPA,19390
RANTAU BAYUR,19403
TUNGKAL ILIR,19425
TANJUNG LAGO,19440
MUARA SUGIHAN,19456
AIR SALEK,19479
MARTAPURA,19493
BUAY MADANG,19510
BELITANG,19528
CEMPAKA,19551
BUAY PEMUKA PELIUNG,19565
MADANG SUKU II,19579
MADANG SUKU I,19596
SEMENDAWAI SUKU III,19609
BELITANG II,19629
BELITANG III,19654
BUNGA MAYANG,19675
BUAY MADANG TIMUR,19684
MADANG SUKU III,19708
SEMENDAWAI BARAT,19718
SEMENDAWAI TIMUR,19731
JAYAPURA,19749
BELITANG JAYA,19758
BELITANG MADANG RAYA,19772
BELITANG MULYA,19788
BUAY PEMUKA BANGSA RAJA,19800
MUARA DUA,19809
PULAU BERINGIN,19824
BANDING AGUNG,19838
MONTASIK,1984
MUARA DUA KISAM,19861
SIMPANG,19880
BUAY SANDANG AJI,19888
BUAY RUNJUNG,19905
MEKAKAU ILIR,19920
BUAY PEMACA,19936
KISAM TINGGI,19959
KISAM ILIR,19979
BUAY PEMATANG RIBU RANAU TENGAH,19989
WARKUK RANAU SELATAN,20012
RUNJUNG AGUNG,20029
SUNGAI ARE,20039
SINDANG DANAU,20049
BUANA PEMACA,20057
TIGA DIHAJI,20066
BUAY RAWAN,20075
MUARA KUANG,20088
TANJUNG BATU,20103
TANJUNG RAJA,20125
INDRALAYA,20145
PEMULUTAN,20166
RANTAU ALAI,20192
INDRALAYA UTARA,20206
INDRALAYA SELATAN,20223
PEMULUTAN SELATAN,20238
SUKAMAKMUR,2024
PEMULUTAN BARAT,20254
RANTAU PANJANG,20266
SUNGAI PINANG,20279
KANDIS,20293
RAMBANG KUANG,20306
LUBUK KELIAT,20320
PAYARAMAN,20331
MUARA PINANG,20346
PENDOPO,20369
KLUET TIMUR,204
ULU MUSI,20400
TEBING TINGGI,20426
LINTANG KANAN,20464
TALANG PADANG,20482
PASEMAH AIR KERUH,20496
ILIR BARAT II,20513
SEBERANG ULU I,20521
SEBERANG ULU II,20532
ILIR BARAT I,20540
ILIR TIMUR I,20547
ILIR TIMUR II,20559
SUKARAMI,20572
SAKO,20580
KEMUNING,20585
KALIDONI,20592
BUKIT KECIL,20598
DARUL IMARAH,2060
GANDUS,20605
KERTAPATI,20611
PLAJU,20618
ALANG-ALANG LEBAR,20626
SEMATANG BORANG,20631
PAGAR ALAM UTARA,20637
PAGAR ALAM SELATAN,20648
DEMPO UTARA,20657
DEMPO SELATAN,20665
DEMPO TENGAH,20671
LUBUK LINGGAU TIMUR I,20678
LUBUK LINGGAU BARAT I,20687
LUBUK LINGGAU SELATAN I,20699
LUBUK LINGGAU UTARA I,20707
LUBUK LINGGAU TIMUR II,20718
LUBUK LINGGAU BARAT II,20728
LUBUK LINGGAU SELATAN II,20737
LUBUK LINGGAU UTARA II,20747
PRABUMULIH BARAT,20759
PRABUMULIH TIMUR,20766
CAMBAI,20775
RAMBANG KPK TENGAH,20781
PRABUMULIH UTARA,20791
PRABUMULIH SELATAN,20797
KARANG TINGGI,20804
TALANG EMPAT,20818
PONDOK KELAPA,20832
PEMATANG TIGA,20856
PAGAR JATI,20877
TABA PENANJUNG,20899
KEDURANG,20924
PEUKAN BADA,2093
SEGINIM,20944
PINO,20967
MANNA,20984
KOTA MANNA,21003
PINO RAYA,21015
KEDURANG ILIR,21037
AIR NIPIS,21050
ULU MANNA,21061
BUNGA MAS,21072
PASAR MANNA,21083
KOTA PADANG,21094
PADANG ULAK TANDING,21105
SINDANG KELINGI,21121
CURUP,21134
BERMANI ULU,21144
SELUPU REJANG,21157
CURUP UTARA,21172
CURUP TIMUR,21187
CURUP SELATAN,21197
TRUMON TIMUR,212
MESJID RAYA,2120
CURUP TENGAH,21209
BINDURIANG,21220
SINDANG BELITI ULU,21226
SINDANG DATARAN,21236
SINDANG BELITI ILIR,21243
BERMANI ULU RAYA,21254
ENGGANO,21266
KERKAP,21273
